"Subj_ID";"Trial";"Choice";"Losses";"Wins";"Net_Outcome"
"Subj_22";45;1;0;100;100
"Subj_22";46;1;-150;100;-50
"Subj_22";47;1;0;100;100
"Subj_22";48;1;-200;100;-100
"Subj_22";49;2;0;100;100
"Subj_22";50;2;0;100;100
"Subj_22";51;2;0;100;100
"Subj_22";52;2;0;100;100
"Subj_22";53;1;0;100;100
"Subj_22";54;2;0;100;100
"Subj_22";55;3;-50;50;0
"Subj_22";56;4;0;50;50
"Subj_22";57;4;0;50;50
"Subj_22";58;4;0;50;50
"Subj_22";59;2;0;100;100
"Subj_22";60;1;-350;100;-250
"Subj_22";61;2;0;100;100
"Subj_22";62;2;0;100;100
"Subj_22";63;2;0;100;100
"Subj_22";64;3;-50;50;0
"Subj_22";65;2;0;100;100
"Subj_22";66;4;-250;50;-200
"Subj_22";67;2;0;100;100
"Subj_22";68;2;0;100;100
"Subj_22";69;3;-50;50;0
"Subj_22";70;2;0;100;100
"Subj_22";71;1;-250;100;-150
"Subj_22";72;2;0;100;100
"Subj_22";73;2;0;100;100
"Subj_22";74;2;0;100;100
"Subj_22";75;4;0;50;50
"Subj_22";76;4;0;50;50
"Subj_22";77;4;0;50;50
"Subj_22";78;2;-1250;100;-1150
"Subj_22";79;4;0;50;50
"Subj_22";80;4;0;50;50
"Subj_22";81;2;0;100;100
"Subj_22";82;2;0;100;100
"Subj_22";83;1;0;100;100
"Subj_22";84;2;0;100;100
"Subj_22";85;3;0;50;50
"Subj_22";86;2;0;100;100
"Subj_22";87;3;0;50;50
"Subj_22";88;3;0;50;50
"Subj_22";89;2;0;100;100
"Subj_22";90;3;-50;50;0
"Subj_22";91;2;0;100;100
"Subj_22";92;3;0;50;50
"Subj_22";93;3;-50;50;0
"Subj_22";94;2;0;100;100
"Subj_22";95;3;0;50;50
"Subj_22";96;4;0;50;50
"Subj_22";97;4;0;50;50
"Subj_22";98;2;0;100;100
"Subj_22";99;3;-50;50;0
"Subj_22";100;3;0;50;50
"Subj_23";1;3;-50;50;0
"Subj_23";2;2;0;100;100
"Subj_23";3;1;-150;100;-50
"Subj_23";4;4;0;50;50
"Subj_23";5;2;0;100;100
"Subj_23";6;2;-1250;100;-1150
"Subj_23";7;4;0;50;50
"Subj_23";8;4;0;50;50
"Subj_23";9;4;0;50;50
"Subj_23";10;4;-250;50;-200
"Subj_23";11;2;0;100;100
"Subj_23";12;4;0;50;50
"Subj_23";13;4;0;50;50
"Subj_23";14;4;0;50;50
"Subj_23";15;2;0;100;100
"Subj_23";16;4;0;50;50
"Subj_23";17;4;0;50;50
"Subj_23";18;4;0;50;50
"Subj_23";19;2;0;100;100
"Subj_23";20;4;0;50;50
"Subj_23";21;4;0;50;50
"Subj_23";22;4;-250;50;-200
"Subj_23";23;2;0;100;100
"Subj_23";24;4;0;50;50
"Subj_23";25;4;0;50;50
"Subj_23";26;2;0;100;100
"Subj_23";27;4;0;50;50
"Subj_23";28;3;0;50;50
"Subj_23";29;1;-200;100;-100
"Subj_23";30;2;0;100;100
"Subj_23";31;4;0;50;50
"Subj_23";32;4;0;50;50
"Subj_23";33;2;0;100;100
"Subj_23";34;4;0;50;50
"Subj_23";35;2;0;100;100
"Subj_23";36;4;-250;50;-200
"Subj_23";37;2;0;100;100
"Subj_23";38;3;0;50;50
"Subj_23";39;4;0;50;50
"Subj_23";40;2;0;100;100
"Subj_23";41;3;-50;50;0
"Subj_23";42;2;0;100;100
"Subj_23";43;4;0;50;50
"Subj_23";44;1;-250;100;-150
"Subj_23";45;4;0;50;50
"Subj_23";46;4;0;50;50
"Subj_23";47;2;-1250;100;-1150
"Subj_23";48;2;0;100;100
"Subj_23";49;2;0;100;100
"Subj_23";50;2;0;100;100
"Subj_23";51;4;0;50;50
"Subj_23";52;4;0;50;50
"Subj_23";53;4;0;50;50
"Subj_23";54;2;0;100;100
"Subj_23";55;4;0;50;50
"Subj_23";56;2;0;100;100
"Subj_23";57;2;0;100;100
"Subj_23";58;4;0;50;50
"Subj_23";59;4;0;50;50
"Subj_23";60;2;0;100;100
"Subj_23";61;2;0;100;100
"Subj_23";62;4;0;50;50
"Subj_23";63;4;0;50;50
"Subj_23";64;4;0;50;50
"Subj_23";65;2;0;100;100
"Subj_23";66;2;-1250;100;-1150
"Subj_23";67;4;0;50;50
"Subj_23";68;4;0;50;50
"Subj_23";69;4;0;50;50
"Subj_23";70;2;0;100;100
"Subj_23";71;2;0;100;100
"Subj_23";72;3;-50;50;0
"Subj_23";73;3;0;50;50
"Subj_23";74;3;-50;50;0
"Subj_23";75;3;-50;50;0
"Subj_23";76;1;-350;100;-250
"Subj_23";77;1;0;100;100
"Subj_23";78;1;-300;100;-200
"Subj_23";79;2;0;100;100
"Subj_23";80;2;0;100;100
"Subj_23";81;2;0;100;100
"Subj_23";82;4;0;50;50
"Subj_23";83;4;-250;50;-200
"Subj_23";84;2;0;100;100
"Subj_23";85;2;-1250;100;-1150
"Subj_23";86;2;0;100;100
"Subj_23";87;2;0;100;100
"Subj_23";88;2;0;100;100
"Subj_23";89;4;0;50;50
"Subj_23";90;4;0;50;50
"Subj_23";91;1;0;100;100
"Subj_23";92;1;0;100;100
"Subj_23";93;1;0;100;100
"Subj_23";94;1;0;100;100
"Subj_23";95;1;-350;100;-250
"Subj_23";96;1;-150;100;-50
"Subj_23";97;1;-200;100;-100
"Subj_23";98;1;0;100;100
"Subj_23";99;1;0;100;100
"Subj_23";100;1;-250;100;-150
"Subj_24";1;2;0;100;100
"Subj_24";2;2;0;100;100
"Subj_24";3;2;0;100;100
"Subj_24";4;1;0;100;100
"Subj_24";5;3;0;50;50
"Subj_24";6;2;0;100;100
"Subj_24";7;4;0;50;50
"Subj_24";8;1;0;100;100
"Subj_24";9;2;0;100;100
"Subj_24";10;2;0;100;100
"Subj_24";11;1;0;100;100
"Subj_24";12;2;0;100;100
"Subj_24";13;1;-300;100;-200
"Subj_24";14;3;-50;50;0
"Subj_24";15;4;0;50;50
"Subj_24";16;4;0;50;50
"Subj_24";17;4;0;50;50
"Subj_24";18;2;0;100;100
"Subj_24";19;1;-250;100;-150
"Subj_24";20;4;0;50;50
"Subj_24";21;2;0;100;100
"Subj_24";22;2;-1250;100;-1150
"Subj_24";23;3;-50;50;0
"Subj_24";24;4;0;50;50
"Subj_24";25;4;0;50;50
"Subj_24";26;1;-150;100;-50
"Subj_24";27;2;0;100;100
"Subj_24";28;2;0;100;100
"Subj_24";29;4;0;50;50
"Subj_24";30;3;-50;50;0
"Subj_24";31;4;0;50;50
"Subj_24";32;2;0;100;100
"Subj_24";33;4;-250;50;-200
"Subj_24";34;2;0;100;100
"Subj_24";35;2;0;100;100
"Subj_24";36;3;0;50;50
"Subj_24";37;1;-350;100;-250
"Subj_24";38;2;0;100;100
"Subj_24";39;3;-50;50;0
"Subj_24";40;4;0;50;50
"Subj_24";41;4;0;50;50
"Subj_24";42;4;0;50;50
"Subj_24";43;2;0;100;100
"Subj_24";44;2;-1250;100;-1150
"Subj_24";45;1;0;100;100
"Subj_24";46;1;-200;100;-100
"Subj_24";47;2;0;100;100
"Subj_24";48;4;0;50;50
"Subj_24";49;4;0;50;50
"Subj_24";50;2;0;100;100
"Subj_24";51;2;-1250;100;-1150
"Subj_24";52;3;-50;50;0
"Subj_24";53;3;0;50;50
"Subj_24";54;3;0;50;50
"Subj_24";55;1;0;100;100
"Subj_24";56;2;0;100;100
"Subj_24";57;4;0;50;50
"Subj_24";58;2;0;100;100
"Subj_24";59;1;0;100;100
"Subj_24";60;3;0;50;50
"Subj_24";61;4;0;50;50
"Subj_24";62;2;0;100;100
"Subj_24";63;1;-150;100;-50
"Subj_24";64;3;0;50;50
"Subj_24";65;3;0;50;50
"Subj_24";66;4;0;50;50
"Subj_24";67;4;0;50;50
"Subj_24";68;2;0;100;100
"Subj_24";69;1;0;100;100
"Subj_24";70;3;0;50;50
"Subj_24";71;4;-250;50;-200
"Subj_24";72;2;0;100;100
"Subj_24";73;1;0;100;100
"Subj_24";74;2;0;100;100
"Subj_24";75;3;-50;50;0
"Subj_24";76;4;0;50;50
"Subj_24";77;2;0;100;100
"Subj_24";78;2;0;100;100
"Subj_24";79;3;-50;50;0
"Subj_24";80;4;0;50;50
"Subj_24";81;4;0;50;50
"Subj_24";82;2;0;100;100
"Subj_24";83;1;-250;100;-150
"Subj_24";84;3;-50;50;0
"Subj_24";85;4;0;50;50
"Subj_24";86;2;0;100;100
"Subj_24";87;1;-300;100;-200
"Subj_24";88;3;0;50;50
"Subj_24";89;3;-50;50;0
"Subj_24";90;4;0;50;50
"Subj_24";91;4;0;50;50
"Subj_24";92;2;0;100;100
"Subj_24";93;2;0;100;100
"Subj_24";94;1;-200;100;-100
"Subj_24";95;3;-50;50;0
"Subj_24";96;2;0;100;100
"Subj_24";97;4;0;50;50
"Subj_24";98;1;-350;100;-250
"Subj_24";99;3;0;50;50
"Subj_24";100;3;0;50;50
"Subj_25";1;2;0;100;100
"Subj_25";2;2;0;100;100
"Subj_25";3;2;0;100;100
"Subj_25";4;2;0;100;100
"Subj_25";5;2;0;100;100
"Subj_25";6;2;0;100;100
"Subj_25";7;2;0;100;100
"Subj_25";8;2;0;100;100
"Subj_25";9;2;-1250;100;-1150
"Subj_25";10;4;0;50;50
"Subj_25";11;2;0;100;100
"Subj_25";12;1;-150;100;-50
"Subj_25";13;2;0;100;100
"Subj_25";14;4;0;50;50
"Subj_25";15;2;0;100;100
"Subj_25";16;4;0;50;50
"Subj_25";17;2;0;100;100
"Subj_25";18;3;0;50;50
"Subj_25";19;2;0;100;100
"Subj_25";20;4;0;50;50
"Subj_25";21;2;0;100;100
"Subj_25";22;3;-50;50;0
"Subj_25";23;2;0;100;100
"Subj_25";24;1;0;100;100
"Subj_25";25;1;0;100;100
"Subj_25";26;4;0;50;50
"Subj_25";27;1;0;100;100
"Subj_25";28;3;0;50;50
"Subj_25";29;2;0;100;100
"Subj_25";30;1;-350;100;-250
"Subj_25";31;4;0;50;50
"Subj_25";32;4;-250;50;-200
"Subj_25";33;3;0;50;50
"Subj_25";34;3;0;50;50
"Subj_25";35;3;-50;50;0
"Subj_25";36;3;-50;50;0
"Subj_25";37;1;0;100;100
"Subj_25";38;2;0;100;100
"Subj_25";39;1;-300;100;-200
"Subj_25";40;3;-50;50;0
"Subj_25";41;2;-1250;100;-1150
"Subj_25";42;1;-200;100;-100
"Subj_25";43;4;0;50;50
"Subj_25";44;1;-250;100;-150
"Subj_25";45;3;0;50;50
"Subj_25";46;1;0;100;100
"Subj_25";47;1;-250;100;-150
"Subj_25";48;4;0;50;50
"Subj_25";49;3;-50;50;0
"Subj_25";50;3;0;50;50
"Subj_25";51;3;0;50;50
"Subj_25";52;1;-300;100;-200
"Subj_25";53;3;-50;50;0
"Subj_25";54;4;0;50;50
"Subj_25";55;4;0;50;50
"Subj_25";56;3;0;50;50
"Subj_25";57;3;-50;50;0
"Subj_25";58;1;0;100;100
"Subj_25";59;1;0;100;100
"Subj_25";60;3;0;50;50
"Subj_25";61;3;-50;50;0
"Subj_25";62;3;-50;50;0
"Subj_25";63;3;0;50;50
"Subj_25";64;3;-50;50;0
"Subj_25";65;3;-50;50;0
"Subj_25";66;3;0;50;50
"Subj_25";67;3;0;50;50
"Subj_25";68;3;-50;50;0
"Subj_25";69;3;-50;50;0
"Subj_25";70;3;0;50;50
"Subj_25";71;3;-50;50;0
"Subj_25";72;3;0;50;50
"Subj_25";73;3;0;50;50
"Subj_25";74;3;-50;50;0
"Subj_25";75;3;-50;50;0
"Subj_25";76;3;0;50;50
"Subj_25";77;3;0;50;50
"Subj_25";78;1;0;100;100
"Subj_25";79;3;0;50;50
"Subj_25";80;3;-50;50;0
"Subj_25";81;1;0;100;100
"Subj_25";82;3;-50;50;0
"Subj_25";83;3;-50;50;0
"Subj_25";84;3;0;50;50
"Subj_25";85;3;-50;50;0
"Subj_25";86;3;0;50;50
"Subj_25";87;3;0;50;50
"Subj_25";88;3;0;50;50
"Subj_25";89;3;-50;50;0
"Subj_25";90;3;0;50;50
"Subj_25";91;1;0;100;100
"Subj_25";92;3;-50;50;0
"Subj_25";93;3;0;50;50
"Subj_25";94;3;0;50;50
"Subj_25";95;3;-50;50;0
"Subj_25";96;3;-50;50;0
"Subj_25";97;3;-50;50;0
"Subj_25";98;3;-50;50;0
"Subj_25";99;3;0;50;50
"Subj_25";100;3;0;50;50
"Subj_26";1;3;0;50;50
"Subj_26";2;1;0;100;100
"Subj_26";3;4;0;50;50
"Subj_26";4;2;0;100;100
"Subj_26";5;2;-1250;100;-1150
"Subj_26";6;1;-300;100;-200
"Subj_26";7;1;-150;100;-50
"Subj_26";8;1;-200;100;-100
"Subj_26";9;3;-50;50;0
"Subj_26";10;4;0;50;50
"Subj_26";11;4;0;50;50
"Subj_26";12;4;0;50;50
"Subj_26";13;4;0;50;50
"Subj_26";14;4;0;50;50
"Subj_26";15;4;0;50;50
"Subj_26";16;4;0;50;50
"Subj_26";17;4;0;50;50
"Subj_26";18;3;0;50;50
"Subj_26";19;1;-350;100;-250
"Subj_26";20;4;-250;50;-200
"Subj_26";21;3;-50;50;0
"Subj_26";22;4;0;50;50
"Subj_26";23;4;0;50;50
"Subj_26";24;4;-250;50;-200
"Subj_26";25;4;0;50;50
"Subj_26";26;4;0;50;50
"Subj_26";27;4;0;50;50
"Subj_26";28;3;0;50;50
"Subj_26";29;3;-50;50;0
"Subj_26";30;4;0;50;50
"Subj_26";31;4;0;50;50
"Subj_26";32;4;0;50;50
"Subj_26";33;3;-50;50;0
"Subj_26";34;4;0;50;50
"Subj_26";35;4;0;50;50
"Subj_26";36;4;-250;50;-200
"Subj_26";37;3;0;50;50
"Subj_26";38;3;0;50;50
"Subj_26";39;3;-50;50;0
"Subj_26";40;4;0;50;50
"Subj_26";41;4;0;50;50
"Subj_26";42;3;0;50;50
"Subj_26";43;3;0;50;50
"Subj_26";44;3;-50;50;0
"Subj_26";45;4;0;50;50
"Subj_26";46;4;0;50;50
"Subj_26";47;4;0;50;50
"Subj_26";48;3;-50;50;0
"Subj_26";49;4;0;50;50
"Subj_26";50;4;0;50;50
"Subj_26";51;3;0;50;50
"Subj_26";52;3;0;50;50
"Subj_26";53;3;0;50;50
"Subj_26";54;3;-50;50;0
"Subj_26";55;4;0;50;50
"Subj_26";56;4;0;50;50
"Subj_26";57;4;0;50;50
"Subj_26";58;3;-50;50;0
"Subj_26";59;4;0;50;50
"Subj_26";60;4;0;50;50
"Subj_26";61;4;0;50;50
"Subj_26";62;3;-50;50;0
"Subj_26";63;4;0;50;50
"Subj_26";64;4;0;50;50
"Subj_26";65;4;0;50;50
"Subj_26";66;3;0;50;50
"Subj_26";67;3;-50;50;0
"Subj_26";68;4;-250;50;-200
"Subj_26";69;2;0;100;100
"Subj_26";70;1;0;100;100
"Subj_26";71;4;0;50;50
"Subj_26";72;4;0;50;50
"Subj_26";73;3;0;50;50
"Subj_26";74;1;0;100;100
"Subj_26";75;2;0;100;100
"Subj_26";76;4;0;50;50
"Subj_26";77;4;0;50;50
"Subj_26";78;3;-50;50;0
"Subj_26";79;4;0;50;50
"Subj_26";80;1;0;100;100
"Subj_26";81;2;0;100;100
"Subj_26";82;4;0;50;50
"Subj_26";83;4;0;50;50
"Subj_26";84;3;0;50;50
"Subj_26";85;1;0;100;100
"Subj_26";86;2;0;100;100
"Subj_26";87;4;0;50;50
"Subj_26";88;4;-250;50;-200
"Subj_26";89;3;-50;50;0
"Subj_26";90;1;-250;100;-150
"Subj_26";91;4;0;50;50
"Subj_26";92;4;0;50;50
"Subj_26";93;3;0;50;50
"Subj_26";94;1;-350;100;-250
"Subj_26";95;2;0;100;100
"Subj_26";96;4;0;50;50
"Subj_26";97;4;0;50;50
"Subj_26";98;4;0;50;50
"Subj_26";99;3;0;50;50
"Subj_26";100;3;-50;50;0
"Subj_27";1;4;0;50;50
"Subj_27";2;4;0;50;50
"Subj_27";3;4;0;50;50
"Subj_27";4;4;-250;50;-200
"Subj_27";5;4;0;50;50
"Subj_27";6;3;-50;50;0
"Subj_27";7;1;-300;100;-200
"Subj_27";8;2;0;100;100
"Subj_27";9;1;0;100;100
"Subj_27";10;2;0;100;100
"Subj_27";11;3;0;50;50
"Subj_27";12;1;-250;100;-150
"Subj_27";13;2;0;100;100
"Subj_27";14;4;0;50;50
"Subj_27";15;3;0;50;50
"Subj_27";16;2;0;100;100
"Subj_27";17;4;0;50;50
"Subj_27";18;1;0;100;100
"Subj_27";19;3;-50;50;0
"Subj_27";20;2;0;100;100
"Subj_27";21;2;0;100;100
"Subj_27";22;1;-150;100;-50
"Subj_27";23;3;0;50;50
"Subj_27";24;2;0;100;100
"Subj_27";25;4;0;50;50
"Subj_27";26;3;-50;50;0
"Subj_27";27;3;-50;50;0
"Subj_27";28;1;0;100;100
"Subj_27";29;2;-1250;100;-1150
"Subj_27";30;1;0;100;100
"Subj_27";31;4;0;50;50
"Subj_27";32;3;0;50;50
"Subj_27";33;2;0;100;100
"Subj_27";34;2;0;100;100
"Subj_27";35;2;0;100;100
"Subj_27";36;2;0;100;100
"Subj_27";37;4;0;50;50
"Subj_27";38;1;-350;100;-250
"Subj_27";39;1;0;100;100
"Subj_27";40;2;0;100;100
"Subj_27";41;3;0;50;50
"Subj_27";42;2;-1250;100;-1150
"Subj_27";43;2;0;100;100
"Subj_27";44;2;0;100;100
"Subj_27";45;2;0;100;100
"Subj_27";46;2;0;100;100
"Subj_27";47;1;-200;100;-100
"Subj_27";48;1;0;100;100
"Subj_27";49;1;0;100;100
"Subj_27";50;1;-150;100;-50
"Subj_27";51;1;0;100;100
"Subj_27";52;1;-300;100;-200
"Subj_27";53;1;0;100;100
"Subj_27";54;1;-250;100;-150
"Subj_27";55;1;-200;100;-100
"Subj_27";56;1;-350;100;-250
"Subj_27";57;2;0;100;100
"Subj_27";58;2;0;100;100
"Subj_27";59;2;0;100;100
"Subj_27";60;3;-50;50;0
"Subj_27";61;3;-50;50;0
"Subj_27";62;4;0;50;50
"Subj_27";63;3;0;50;50
"Subj_27";64;1;0;100;100
"Subj_27";65;2;0;100;100
"Subj_27";66;4;0;50;50
"Subj_27";67;3;-50;50;0
"Subj_27";68;1;0;100;100
"Subj_27";69;2;0;100;100
"Subj_27";70;4;0;50;50
"Subj_27";71;3;-50;50;0
"Subj_27";72;1;0;100;100
"Subj_27";73;2;0;100;100
"Subj_27";74;4;0;50;50
"Subj_27";75;1;0;100;100
"Subj_27";76;2;0;100;100
"Subj_27";77;4;0;50;50
"Subj_27";78;1;0;100;100
"Subj_27";79;2;0;100;100
"Subj_27";80;4;-250;50;-200
"Subj_27";81;3;-50;50;0
"Subj_27";82;1;0;100;100
"Subj_27";83;2;0;100;100
"Subj_27";84;4;0;50;50
"Subj_27";85;3;0;50;50
"Subj_27";86;1;-250;100;-150
"Subj_27";87;2;-1250;100;-1150
"Subj_27";88;4;0;50;50
"Subj_27";89;3;0;50;50
"Subj_27";90;1;-350;100;-250
"Subj_27";91;2;0;100;100
"Subj_27";92;2;0;100;100
"Subj_27";93;2;0;100;100
"Subj_27";94;3;0;50;50
"Subj_27";95;4;0;50;50
"Subj_27";96;1;-200;100;-100
"Subj_27";97;1;-150;100;-50
"Subj_27";98;1;-300;100;-200
"Subj_27";99;2;0;100;100
"Subj_27";100;2;0;100;100
"Subj_28";1;2;0;100;100
"Subj_28";2;2;0;100;100
"Subj_28";3;4;0;50;50
"Subj_28";4;3;0;50;50
"Subj_28";5;1;-250;100;-150
"Subj_28";6;2;0;100;100
"Subj_28";7;2;0;100;100
"Subj_28";8;2;0;100;100
"Subj_28";9;4;0;50;50
"Subj_28";10;3;0;50;50
"Subj_28";11;1;-200;100;-100
"Subj_28";12;2;-1250;100;-1150
"Subj_28";13;3;0;50;50
"Subj_28";14;4;0;50;50
"Subj_28";15;2;0;100;100
"Subj_28";16;2;0;100;100
"Subj_28";17;2;0;100;100
"Subj_28";18;2;0;100;100
"Subj_28";19;1;0;100;100
"Subj_28";20;3;-50;50;0
"Subj_28";21;4;0;50;50
"Subj_28";22;4;0;50;50
"Subj_28";23;4;-250;50;-200
"Subj_28";24;4;0;50;50
"Subj_28";25;4;0;50;50
"Subj_28";26;4;0;50;50
"Subj_28";27;4;0;50;50
"Subj_28";28;3;-50;50;0
"Subj_28";29;1;-150;100;-50
"Subj_28";30;1;-350;100;-250
"Subj_28";31;2;0;100;100
"Subj_28";32;2;0;100;100
"Subj_28";33;2;0;100;100
"Subj_28";34;2;0;100;100
"Subj_28";35;3;0;50;50
"Subj_28";36;3;-50;50;0
"Subj_28";37;3;0;50;50
"Subj_28";38;3;-50;50;0
"Subj_28";39;4;0;50;50
"Subj_28";40;4;0;50;50
"Subj_28";41;4;0;50;50
"Subj_28";42;4;0;50;50
"Subj_28";43;4;0;50;50
"Subj_28";44;4;0;50;50
"Subj_28";45;4;0;50;50
"Subj_28";46;4;0;50;50
"Subj_28";47;4;-250;50;-200
"Subj_28";48;4;0;50;50
"Subj_28";49;4;0;50;50
"Subj_28";50;4;0;50;50
"Subj_28";51;4;0;50;50
"Subj_28";52;4;0;50;50
"Subj_28";53;4;0;50;50
"Subj_28";54;4;0;50;50
"Subj_28";55;4;0;50;50
"Subj_28";56;4;0;50;50
"Subj_28";57;2;0;100;100
"Subj_28";58;2;-1250;100;-1150
"Subj_28";59;2;0;100;100
"Subj_28";60;2;0;100;100
"Subj_28";61;2;0;100;100
"Subj_28";62;2;0;100;100
"Subj_28";63;2;0;100;100
"Subj_28";64;3;-50;50;0
"Subj_28";65;3;-50;50;0
"Subj_28";66;1;-300;100;-200
"Subj_28";67;4;0;50;50
"Subj_28";68;4;-250;50;-200
"Subj_28";69;4;0;50;50
"Subj_28";70;4;0;50;50
"Subj_28";71;4;0;50;50
"Subj_28";72;4;0;50;50
"Subj_28";73;4;-250;50;-200
"Subj_28";74;2;0;100;100
"Subj_28";75;2;0;100;100
"Subj_28";76;2;0;100;100
"Subj_28";77;2;0;100;100
"Subj_28";78;4;0;50;50
"Subj_28";79;4;0;50;50
"Subj_28";80;4;0;50;50
"Subj_28";81;4;0;50;50
"Subj_28";82;4;0;50;50
"Subj_28";83;4;0;50;50
"Subj_28";84;4;0;50;50
"Subj_28";85;4;0;50;50
"Subj_28";86;4;0;50;50
"Subj_28";87;2;0;100;100
"Subj_28";88;4;0;50;50
"Subj_28";89;4;0;50;50
"Subj_28";90;4;0;50;50
"Subj_28";91;2;0;100;100
"Subj_28";92;4;0;50;50
"Subj_28";93;4;-250;50;-200
"Subj_28";94;2;0;100;100
"Subj_28";95;4;0;50;50
"Subj_28";96;4;0;50;50
"Subj_28";97;4;0;50;50
"Subj_28";98;4;0;50;50
"Subj_28";99;4;0;50;50
"Subj_28";100;2;-1250;100;-1150
"Subj_29";1;1;0;100;100
"Subj_29";2;1;-350;100;-250
"Subj_29";3;1;-300;100;-200
"Subj_29";4;4;0;50;50
"Subj_29";5;1;0;100;100
"Subj_29";6;2;0;100;100
"Subj_29";7;4;0;50;50
"Subj_29";8;4;0;50;50
"Subj_29";9;1;0;100;100
"Subj_29";10;3;0;50;50
"Subj_29";11;3;-50;50;0
"Subj_29";12;1;0;100;100
"Subj_29";13;4;-250;50;-200
"Subj_29";14;1;-200;100;-100
"Subj_29";15;2;0;100;100
"Subj_29";16;2;-1250;100;-1150
"Subj_29";17;2;0;100;100
"Subj_29";18;1;-150;100;-50
"Subj_29";19;4;0;50;50
"Subj_29";20;4;0;50;50
"Subj_29";21;4;0;50;50
"Subj_29";22;3;0;50;50
"Subj_29";23;1;-250;100;-150
"Subj_29";24;2;0;100;100
"Subj_29";25;2;0;100;100
"Subj_29";26;4;0;50;50
"Subj_29";27;2;0;100;100
"Subj_29";28;1;0;100;100
"Subj_29";29;4;0;50;50
"Subj_29";30;1;-350;100;-250
"Subj_29";31;4;0;50;50
"Subj_29";32;2;0;100;100
"Subj_29";33;2;0;100;100
"Subj_29";34;4;0;50;50
"Subj_29";35;2;0;100;100
"Subj_29";36;3;0;50;50
"Subj_29";37;1;0;100;100
"Subj_29";38;1;-300;100;-200
"Subj_29";39;1;0;100;100
"Subj_29";40;4;-250;50;-200
"Subj_29";41;1;-250;100;-150
"Subj_29";42;2;0;100;100
"Subj_29";43;2;-1250;100;-1150
"Subj_29";44;2;0;100;100
"Subj_29";45;4;0;50;50
"Subj_29";46;4;0;50;50
"Subj_29";47;1;0;100;100
"Subj_29";48;2;0;100;100
"Subj_29";49;4;0;50;50
"Subj_29";50;2;0;100;100
"Subj_29";51;1;0;100;100
"Subj_29";52;2;0;100;100
"Subj_29";53;1;-200;100;-100
"Subj_29";54;2;0;100;100
"Subj_29";55;4;0;50;50
"Subj_29";56;1;0;100;100
"Subj_29";57;4;0;50;50
"Subj_29";58;2;0;100;100
"Subj_29";59;3;-50;50;0
"Subj_29";60;2;0;100;100
"Subj_29";61;4;0;50;50
"Subj_29";62;1;-150;100;-50
"Subj_29";63;4;0;50;50
"Subj_29";64;2;0;100;100
"Subj_29";65;3;-50;50;0
"Subj_29";66;2;0;100;100
"Subj_29";67;4;0;50;50
"Subj_29";68;1;-200;100;-100
"Subj_29";69;4;0;50;50
"Subj_29";70;1;-150;100;-50
"Subj_29";71;2;0;100;100
"Subj_29";72;1;0;100;100
"Subj_29";73;4;0;50;50
"Subj_29";74;2;0;100;100
"Subj_29";75;3;-50;50;0
"Subj_29";76;2;0;100;100
"Subj_29";77;4;0;50;50
"Subj_29";78;1;0;100;100
"Subj_29";79;4;0;50;50
"Subj_29";80;2;0;100;100
"Subj_29";81;3;0;50;50
"Subj_29";82;2;0;100;100
"Subj_29";83;4;0;50;50
"Subj_29";84;2;0;100;100
"Subj_29";85;4;0;50;50
"Subj_29";86;1;-300;100;-200
"Subj_29";87;4;0;50;50
"Subj_29";88;2;-1250;100;-1150
"Subj_29";89;3;-50;50;0
"Subj_29";90;4;0;50;50
"Subj_29";91;1;0;100;100
"Subj_29";92;2;0;100;100
"Subj_29";93;4;-250;50;-200
"Subj_29";94;1;-350;100;-250
"Subj_29";95;2;0;100;100
"Subj_29";96;4;0;50;50
"Subj_29";97;3;0;50;50
"Subj_29";98;2;0;100;100
"Subj_29";99;4;0;50;50
"Subj_29";100;1;0;100;100
"Subj_30";1;4;0;50;50
"Subj_30";2;4;0;50;50
"Subj_30";3;4;-250;50;-200
"Subj_30";4;3;0;50;50
"Subj_30";5;2;0;100;100
"Subj_30";6;1;0;100;100
"Subj_30";7;1;-250;100;-150
"Subj_30";8;2;0;100;100
"Subj_30";9;1;0;100;100
"Subj_30";10;2;0;100;100
"Subj_30";11;1;-350;100;-250
"Subj_30";12;2;0;100;100
"Subj_30";13;3;-50;50;0
"Subj_30";14;2;0;100;100
"Subj_30";15;2;-1250;100;-1150
"Subj_30";16;4;0;50;50
"Subj_30";17;2;0;100;100
"Subj_30";18;1;0;100;100
"Subj_30";19;2;0;100;100
"Subj_30";20;1;0;100;100
"Subj_30";21;4;0;50;50
"Subj_30";22;3;-50;50;0
"Subj_30";23;2;0;100;100
"Subj_30";24;1;-200;100;-100
"Subj_30";25;4;0;50;50
"Subj_30";26;3;-50;50;0
"Subj_30";27;2;0;100;100
"Subj_30";28;1;0;100;100
"Subj_30";29;4;0;50;50
"Subj_30";30;2;0;100;100
"Subj_30";31;1;-150;100;-50
"Subj_30";32;4;0;50;50
"Subj_30";33;2;0;100;100
"Subj_30";34;4;0;50;50
"Subj_30";35;2;0;100;100
"Subj_30";36;4;0;50;50
"Subj_30";37;2;-1250;100;-1150
"Subj_30";38;4;0;50;50
"Subj_30";39;2;0;100;100
"Subj_30";40;4;0;50;50
"Subj_30";41;2;0;100;100
"Subj_30";42;4;0;50;50
"Subj_30";43;3;-50;50;0
